date,product_id,demand
2022-04-01,product_0,2.9661672
2022-04-01,product_1,9.546176
2022-04-01,product_2,1.4060944
2022-04-01,product_3,7.5104036
2022-04-01,product_4,5.7403827
2022-04-01,product_5,4.2361474
2022-04-01,product_6,3.7521267
2022-04-01,product_7,17.499374
2022-04-01,product_8,0.9363607
2022-04-01,product_9,6.045346
2022-04-01,product_10,4.1393757
2022-04-01,product_11,4.211938
2022-04-01,product_12,2.4012434
2022-04-01,product_13,9.741211
2022-04-01,product_14,1.2392657
2022-04-01,product_15,5.8088527
2022-04-01,product_16,3.3429718
2022-04-01,product_17,0.89143175
2022-04-01,product_18,3.216992
2022-04-01,product_19,2.5667932
2022-04-01,product_20,0.5445322
2022-04-01,product_21,1.1591288
2022-04-01,product_22,24.73945
2022-04-01,product_23,1.50507
2022-04-01,product_24,0.5703425
2022-04-01,product_25,2.450649
2022-04-01,product_26,6.55805
2022-04-01,product_27,1.3882186
2022-04-01,product_28,1.5195771
2022-04-01,product_29,4.9372234
2022-04-01,product_30,3.2896934
2022-04-01,product_31,2.9586778
2022-04-01,product_32,20.763903
2022-04-01,product_33,1.3590208
2022-04-01,product_34,1.6992708
2022-04-01,product_35,2.6286516
2022-04-01,product_36,6.5450826
2022-04-01,product_37,9.320821
2022-04-01,product_38,1.902296
2022-04-01,product_39,2.0443203
2022-04-01,product_40,2.838426
2022-04-01,product_41,1.1980708
2022-04-01,product_42,6.348868
2022-04-01,product_43,1.0084044
2022-04-01,product_44,11.094969
2022-04-01,product_45,3.0067387
2022-04-01,product_46,6.019813
2022-04-01,product_47,2.8864949
2022-04-01,product_48,3.3742313
2022-04-01,product_49,2.4131143
2022-04-01,product_50,0.7921979
2022-04-01,product_51,11.388351
2022-04-01,product_52,1.5668721
2022-04-01,product_53,9.693329
2022-04-01,product_54,0.55983937
2022-04-01,product_55,1.2132545
2022-04-01,product_56,4.5625234
2022-04-01,product_57,1.2123315
2022-04-01,product_58,2.7802563
2022-04-01,product_59,6.0431957
2022-04-01,product_60,0.37884653
2022-04-01,product_61,5.9983273
2022-04-01,product_62,2.0655565
2022-04-01,product_63,14.277728
2022-04-01,product_64,1.2057922
2022-04-01,product_65,0.7403197
2022-04-01,product_66,8.122295
2022-04-01,product_67,5.8732915
2022-04-01,product_68,0.46149918
2022-04-01,product_69,4.528913
2022-04-01,product_70,8.695395
2022-04-01,product_71,4.7883477
2022-04-01,product_72,3.3100276
2022-04-01,product_73,3.25875
2022-04-01,product_74,16.776802
2022-04-01,product_75,2.3377953
2022-04-01,product_76,2.5234473
2022-04-01,product_77,9.99447
2022-04-01,product_78,5.119124
2022-04-01,product_79,2.0616932
2022-04-01,product_80,2.3246338
2022-04-01,product_81,3.087838
2022-04-01,product_82,6.6521688
2022-04-01,product_83,4.454709
2022-04-01,product_84,2.5040705
2022-04-01,product_85,1.0845584
2022-04-01,product_86,1.3964978
2022-04-01,product_87,3.555181
2022-04-01,product_88,3.068622
2022-04-01,product_89,17.165142
2022-04-01,product_90,1.7988809
2022-04-01,product_91,1.1581788
2022-04-01,product_92,6.2461505
2022-04-01,product_93,2.615622
2022-04-01,product_94,2.4876275
2022-04-01,product_95,12.36826
2022-04-01,product_96,4.518458
2022-04-01,product_97,1.4725354
2022-04-01,product_98,6.1172276
2022-04-01,product_99,0.73631585
2022-04-01,product_100,0.99201393
2022-04-01,product_101,1.5070844
2022-04-01,product_102,12.36315
2022-04-01,product_103,1.2317464
2022-04-01,product_104,3.8066807
2022-04-01,product_105,1.3662254
2022-04-01,product_106,11.883163
2022-04-01,product_107,0.38293627
2022-04-01,product_108,5.4069605
2022-04-01,product_109,20.691727
2022-04-01,product_110,2.6821783
2022-04-01,product_111,8.198219
2022-04-01,product_112,5.768303
2022-04-01,product_113,2.402694
2022-04-01,product_114,5.651689
2022-04-01,product_115,0.88979363
2022-04-01,product_116,1.5592281
2022-04-01,product_117,1.8499858
2022-04-01,product_118,4.994186
2022-04-01,product_119,12.346356
2022-04-01,product_120,9.212117
2022-04-01,product_121,4.045355
2022-04-01,product_122,1.9928377
2022-04-01,product_123,6.3179584
2022-04-01,product_124,0.8227599
2022-04-01,product_125,10.218413
2022-04-01,product_126,5.8761854
2022-04-01,product_127,3.0767744
2022-04-01,product_128,7.0686398
2022-04-01,product_129,5.327883
2022-04-01,product_130,2.9337578
2022-04-01,product_131,1.416843
2022-04-01,product_132,2.5993934
2022-04-01,product_133,2.0657086
2022-04-01,product_134,1.403899
2022-04-01,product_135,1.164235
2022-04-01,product_136,1.0571718
2022-04-01,product_137,0.920332
2022-04-01,product_138,3.938033
2022-04-01,product_139,4.317926
2022-04-01,product_140,3.2184877
2022-04-01,product_141,6.80158
2022-04-01,product_142,1.7865542
2022-04-01,product_143,3.5962973
2022-04-01,product_144,1.1688765
2022-04-01,product_145,3.415388
2022-04-01,product_146,3.9448705
2022-04-01,product_147,4.1292357
2022-04-01,product_148,1.6674665
2022-04-01,product_149,4.816818
2022-04-01,product_150,6.006054
2022-04-01,product_151,4.88727
2022-04-01,product_152,3.2466583
2022-04-01,product_153,3.720763
2022-04-01,product_154,3.4941177
2022-04-01,product_155,7.49394
2022-04-01,product_156,6.0949187
2022-04-01,product_157,3.0481803
2022-04-01,product_158,1.0105629
2022-04-01,product_159,9.335201
2022-04-01,product_160,1.5961767
2022-04-01,product_161,7.760523
2022-04-01,product_162,1.7890742
2022-04-01,product_163,4.3738
2022-04-01,product_164,0.64764965
2022-04-01,product_165,3.8412282
2022-04-01,product_166,3.0409613
2022-04-01,product_167,14.064986
2022-04-01,product_168,2.232001
2022-04-01,product_169,3.164074
2022-04-01,product_170,2.2848878
2022-04-01,product_171,0.2847486
2022-04-01,product_172,31.160187
2022-04-01,product_173,2.430547
2022-04-01,product_174,1.3466069
2022-04-01,product_175,12.189773
2022-04-01,product_176,5.427156
2022-04-01,product_177,1.2861933
2022-04-01,product_178,4.03091
2022-04-01,product_179,5.828691
2022-04-01,product_180,6.3810863
2022-04-01,product_181,5.9234195
2022-04-01,product_182,0.92625433
2022-04-01,product_183,3.225388
2022-04-01,product_184,0.85590094
2022-04-01,product_185,3.666655
2022-04-01,product_186,0.80660474
2022-04-01,product_187,3.3413727
2022-04-01,product_188,5.8123813
2022-04-01,product_189,1.9774525
2022-04-01,product_190,6.3242593
2022-04-01,product_191,6.629608
2022-04-01,product_192,1.9435266
2022-04-01,product_193,1.4943168
2022-04-01,product_194,2.0026338
2022-04-01,product_195,11.279589
2022-04-01,product_196,2.0133233
2022-04-01,product_197,3.9961705
2022-04-01,product_198,8.781018
2022-04-01,product_199,9.653014
2022-04-01,product_200,12.488251
2022-04-01,product_201,1.9299498
2022-04-01,product_202,0.48167643
2022-04-01,product_203,1.1683615
2022-04-01,product_204,1.247878
2022-04-01,product_205,5.05389
2022-04-01,product_206,1.1623837
2022-04-01,product_207,1.6005981
2022-04-01,product_208,8.71814
2022-04-01,product_209,2.6962533
2022-04-01,product_210,5.1142335
2022-04-01,product_211,6.5310655
2022-04-01,product_212,1.5907857
2022-04-01,product_213,4.4411306
2022-04-01,product_214,2.0465407
2022-04-01,product_215,3.2236
2022-04-01,product_216,2.2135334
2022-04-01,product_217,4.873656
2022-04-01,product_218,3.9106688
2022-04-01,product_219,4.8402166
2022-04-01,product_220,0.7311193
2022-04-01,product_221,0.8142706
2022-04-01,product_222,8.764362
2022-04-01,product_223,0.69345534
2022-04-01,product_224,5.5705266
2022-04-01,product_225,1.3813192
2022-04-01,product_226,1.5112143
2022-04-01,product_227,3.528212
2022-04-01,product_228,10.53924
2022-04-01,product_229,23.300224
2022-04-01,product_230,1.4218062
2022-04-01,product_231,3.3023443
2022-04-01,product_232,4.458786
2022-04-01,product_233,0.7919123
2022-04-01,product_234,0.9179626
2022-04-01,product_235,25.401474
2022-04-01,product_236,12.129322
2022-04-01,product_237,2.4655488
2022-04-01,product_238,12.02329
2022-04-01,product_239,1.2999029
2022-04-01,product_240,3.5851004
2022-04-01,product_241,4.057728
2022-04-01,product_242,6.2456203
2022-04-01,product_243,0.82389134
2022-04-01,product_244,2.1123085
2022-04-01,product_245,12.520578
2022-04-01,product_246,15.45531
2022-04-01,product_247,4.0238705
2022-04-01,product_248,1.6368095
2022-04-01,product_249,4.718222
2022-04-01,product_250,6.865732
2022-04-01,product_251,6.7952065
2022-04-01,product_252,0.7909255
2022-04-01,product_253,2.3455734
2022-04-01,product_254,1.7675419
2022-04-01,product_255,9.647849
2022-04-01,product_256,1.4318295
2022-04-01,product_257,1.3831428
2022-04-01,product_258,0.94302136
2022-04-01,product_259,5.1076536
2022-04-01,product_260,5.2542815
2022-04-01,product_261,0.8013774
2022-04-01,product_262,6.1686726
2022-04-01,product_263,1.3556896
2022-04-01,product_264,1.0419865
2022-04-01,product_265,2.5265586
2022-04-01,product_266,2.4601674
2022-04-01,product_267,4.2382617
2022-04-01,product_268,0.7111476
2022-04-01,product_269,0.5679786
2022-04-01,product_270,2.931098
2022-04-01,product_271,6.0546107
2022-04-01,product_272,1.7953676
2022-04-01,product_273,2.7632182
2022-04-01,product_274,4.888374
2022-04-01,product_275,4.2538586
2022-04-01,product_276,1.8419349
2022-04-01,product_277,6.018007
2022-04-01,product_278,18.233856
2022-04-01,product_279,3.501837
2022-04-01,product_280,10.801243
2022-04-01,product_281,1.7084154
2022-04-01,product_282,8.369232
2022-04-01,product_283,0.9435909
2022-04-01,product_284,7.0413556
2022-04-01,product_285,4.0605483
2022-04-01,product_286,5.162814
2022-04-01,product_287,4.20461
2022-04-01,product_288,43.857834
2022-04-01,product_289,2.6173358
2022-04-01,product_290,3.4175484
2022-04-01,product_291,1.838043
2022-04-01,product_292,0.7930486
2022-04-01,product_293,2.0618455
2022-04-01,product_294,1.604389
2022-04-01,product_295,2.2552974
2022-04-01,product_296,5.746387
2022-04-01,product_297,0.6801341
2022-04-01,product_298,5.608524
2022-04-01,product_299,3.5356722
2022-04-01,product_300,6.366691
2022-04-01,product_301,1.2247853
2022-04-01,product_302,0.90823245
2022-04-01,product_303,2.3033242
2022-04-01,product_304,11.808123
2022-04-01,product_305,28.152676
2022-04-01,product_306,2.2425375
2022-04-01,product_307,6.7575083
2022-04-01,product_308,2.008086
2022-04-01,product_309,3.9394915
2022-04-01,product_310,8.117375
2022-04-01,product_311,39.638924
2022-04-01,product_312,1.7680538
2022-04-01,product_313,3.3363235
2022-04-01,product_314,3.6826553
2022-04-01,product_315,1.0436934
2022-04-01,product_316,10.529156
2022-04-01,product_317,2.370292
2022-04-01,product_318,1.4171814
2022-04-01,product_319,3.8616114
2022-04-01,product_320,20.857449
2022-04-01,product_321,5.2274227
2022-04-01,product_322,1.7921396
2022-04-01,product_323,3.737483
2022-04-01,product_324,1.8159107
2022-04-01,product_325,6.5916433
2022-04-01,product_326,7.6434674
2022-04-01,product_327,8.892131
2022-04-01,product_328,1.7600237
