product_id,utility
product_0,-0.11448996470967612
product_1,1.054379882971314
product_2,-0.8609446676109326
product_3,0.8145283964676097
product_4,0.5457651820416792
product_5,0.2418934742764086
product_6,0.12056200128692951
product_7,1.660404499772517
product_8,-1.2675154793485595
product_9,0.5975279008136927
product_10,0.21878432749067314
product_11,0.23616225385906417
product_12,-0.3257739087423834
product_13,1.0746047770905043
product_14,-0.9872417699699323
product_15,0.5576223315680742
product_16,0.005099562940627286
product_17,-1.3166870630258263
product_18,-0.033314003768066494
product_19,-0.25910334437894844
product_20,-1.8095889511678167
product_21,-1.0540918749433654
product_22,2.006638408932711
product_23,-0.7929212869661436
product_24,-1.763278788687135
product_25,-0.30540770101058345
product_26,0.6789325760435343
product_27,-0.8737391417658654
product_28,-0.7833286218956873
product_29,0.3950425532773436
product_30,-0.010966244870345462
product_31,-0.1170181648462825
product_32,1.8314553001173448
product_33,-0.8949962828020059
product_34,-0.6715614916554279
product_35,-0.23528967653685684
product_36,0.6769532459574683
product_37,1.0304900497752305
product_38,-0.5586992405089556
product_39,-0.4866953377367764
product_40,-0.1585108389320312
product_41,-1.0210482043900133
product_42,0.6465157782743112
product_43,-1.1933913270522691
product_44,1.2047311143408086
product_45,-0.1009047047878022
product_46,0.5932955914061806
product_47,-0.14171759778058216
product_48,0.01440695324964654
product_49,-0.3208424875746505
product_50,-1.4347047956849395
product_51,1.2308302796325792
product_52,-0.7526792202983263
product_53,1.0696772146108453
product_54,-1.7818660457596496
product_55,-1.0084542987512106
product_56,0.3161150601279464
product_57,-1.0092152685813343
product_58,-0.17921746763963736
product_59,0.5971722133489265
product_60,-2.1723847624757866
product_61,0.5897200940499646
product_62,-0.47636104706977744
product_63,1.4569401478395003
product_64,-1.0146238267913366
product_65,-1.5024340283024293
product_66,0.8928521324019381
product_67,0.5686546174436244
product_68,-1.9750357640128469
product_69,0.308721300657348
product_70,0.9610329423461835
product_71,0.3644247298301592
product_72,-0.004804029289390624
product_73,-0.020416971917153658
product_74,1.6182365563876289
product_75,-0.352552391901345
product_76,-0.27613470201149115
product_77,1.1002712764879214
product_78,0.43122271210014973
product_79,-0.4782330254270883
product_80,-0.35819821859871415
product_81,-0.07428967117009155
product_82,0.6931822005272887
product_83,0.29220102039742685
product_84,-0.2838429081371108
product_85,-1.1205878208394113
product_86,-0.8677931449516796
product_87,0.06664545921925691
product_88,-0.08053196619242325
product_89,1.6411201264000188
product_90,-0.6145959338466763
product_91,-1.0549118862852718
product_92,0.6302048185641559
product_93,-0.2402585853978644
product_94,-0.29043129266727524
product_95,1.3133729475549236
product_96,0.3064101401237215
product_97,-0.8147750700436932
product_98,0.609348374499123
product_99,-1.5078569486314495
product_100,-1.2097786132179054
product_101,-0.7915838345403599
product_102,1.3129595659461202
product_103,-0.9933277035573589
product_104,0.13499688057128395
product_105,-0.8897090999662143
product_106,1.2733619184242537
product_107,-2.1616473861382075
product_108,0.48592630997516195
product_109,1.8279732433313458
product_110,-0.21513152599471388
